,Credit Score,First Payment Date,First Time Homebuyer Flag,Maturity Date,Metropolitan Statistical Area (MSA) Or Metropolitan Division,Mortgage Insurance Percentage (MI %),Number of Units,Occupancy Status,Original Combined Loan-to-Value (CLTV),Original Debt-to-Income (DTI) Ratio,Original UPB,Original Loan-to-Value (LTV),Original Interest Rate,Channel,Prepayment Penalty Mortgage (PPM) Flag,Amortization Type (Formerly Product Type),Property State,Property Type,Postal Code,Loan Sequence Number,Loan Purpose,Original Loan Term,Number of Borrowers,Seller Name,Servicer Name,Super Conforming Flag,Pre-HARP Loan Sequence Number,Program Indicator,HARP Indicator,Property Valuation Method,Interest Only (I/O) Indicator,Mortgage Insurance Cancellation Indicator
0,794,202305,N,204304,45220.0,0,1,I,80,38,104000,80,6.5,C,N,FRM,FL,SF,32300,F23Q10000001,P,240,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
1,775,202303,N,205302,41180.0,0,1,P,55,37,284000,55,7.375,R,N,FRM,MO,PU,63300,F23Q10000005,N,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
2,651,202303,N,205302,16580.0,0,1,P,44,14,45000,44,7.625,R,N,FRM,IL,SF,61800,F23Q10000015,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
3,721,202304,N,205303,41180.0,0,1,P,39,17,198000,39,6.875,R,N,FRM,MO,SF,63300,F23Q10000070,N,360,2,Other sellers,ARVEST BANK,,,9,,2,N,7
4,702,202303,Y,205302,,0,1,P,69,41,300000,69,6.375,C,N,FRM,ME,SF,4000,F23Q10000089,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
5,703,202303,N,205302,16740.0,0,1,P,53,28,273000,53,5.875,C,N,FRM,SC,SF,29700,F23Q10000095,N,360,2,Other sellers,Other servicers,,,9,,2,N,7
6,788,202303,N,205302,19340.0,0,1,P,55,43,180000,55,5.875,R,N,FRM,IA,SF,52700,F23Q10000096,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
7,773,202303,N,205302,,0,1,P,68,27,182000,68,6.375,R,N,FRM,MN,SF,56600,F23Q10000130,N,360,2,Other sellers,ARVEST BANK,,,9,,2,N,7
8,628,202303,N,205302,29100.0,0,1,P,37,45,110000,37,6.375,R,N,FRM,WI,CO,54600,F23Q10000145,C,360,2,Other sellers,Other servicers,,,9,,2,N,7
9,640,202303,Y,205302,41180.0,25,1,P,87,31,158000,87,7.0,R,N,FRM,IL,SF,62000,F23Q10000175,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
10,776,202303,N,205302,,0,1,P,24,31,59000,24,5.75,R,N,FRM,IA,SF,52100,F23Q10000183,N,360,1,Other sellers,Other servicers,,,9,,2,N,7
11,759,202303,N,205302,21660.0,0,1,P,52,41,150000,52,6.25,R,N,FRM,OR,SF,97400,F23Q10000215,C,360,2,Other sellers,Other servicers,,,9,,2,N,7
12,797,202305,N,205304,,0,1,P,62,27,343000,62,5.875,R,N,FRM,CO,SF,81200,F23Q10000229,N,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
13,769,202303,Y,205302,48424.0,0,1,P,70,43,217000,70,6.125,R,N,FRM,FL,SF,33400,F23Q10000238,P,360,1,Other sellers,Other servicers,,,9,,1,N,7
14,709,202303,Y,205302,14010.0,25,1,P,95,30,100000,95,6.0,R,N,FRM,IL,SF,61700,F23Q10000245,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
15,772,202303,N,205302,16984.0,30,1,P,95,33,266000,95,6.375,R,N,FRM,IL,SF,60400,F23Q10000267,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
16,773,202303,N,205302,,25,1,P,95,33,214000,95,5.875,R,N,FRM,VT,SF,5600,F23Q10000286,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
17,723,202303,N,205302,17140.0,0,1,P,80,46,146000,80,6.0,R,N,FRM,OH,CO,45200,F23Q10000302,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
18,754,202303,Y,205302,37900.0,35,1,P,97,47,113000,97,6.0,R,N,FRM,IL,SF,61600,F23Q10000304,P,360,1,Other sellers,ARVEST BANK,,,H,,2,N,N
19,812,202303,Y,205302,,12,1,P,83,21,185000,83,6.25,R,N,FRM,MN,SF,56400,F23Q10000312,P,360,2,Other sellers,ARVEST BANK,,,9,,2,N,N
20,758,202303,N,205302,49180.0,25,1,P,90,32,293000,90,6.375,C,N,FRM,NC,SF,27000,F23Q10000331,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
21,749,202304,N,204303,,0,1,P,29,12,35000,29,6.625,R,N,FRM,MO,SF,65700,F23Q10000356,C,240,1,Other sellers,Other servicers,,,9,,2,N,7
22,769,202303,N,205302,21300.0,0,1,P,62,25,255000,62,6.125,R,N,FRM,NY,SF,14800,F23Q10000362,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
23,734,202303,N,205302,,0,1,I,80,29,34000,80,6.75,R,N,FRM,KS,SF,67600,F23Q10000374,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
24,685,202304,N,205303,49180.0,0,1,P,52,34,130000,52,5.875,C,N,FRM,NC,SF,27100,F23Q10000390,C,360,2,Other sellers,Other servicers,,,9,,2,N,7
25,708,202304,N,205303,41180.0,0,4,I,75,44,95000,75,6.5,R,N,FRM,MO,SF,63100,F23Q10000398,N,360,1,Other sellers,ARVEST BANK,,,9,,2,N,7
26,802,202303,Y,205302,,30,1,P,95,43,114000,95,6.125,R,N,FRM,IN,SF,46700,F23Q10000402,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
27,810,202303,Y,205302,47894.0,25,1,P,95,30,175000,95,5.875,R,N,FRM,VA,CO,20100,F23Q10000405,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
28,681,202303,Y,205302,16984.0,25,1,P,94,49,128000,94,6.5,R,N,FRM,IL,SF,60400,F23Q10000428,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,N
29,766,202303,Y,205302,,0,2,P,80,39,150000,80,5.875,R,N,FRM,IA,SF,52100,F23Q10000472,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
30,747,202303,N,205302,16984.0,0,1,I,75,49,176000,75,6.375,R,N,FRM,IL,CO,60400,F23Q10000478,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
31,779,202304,N,203803,21300.0,0,1,P,74,38,110000,74,5.5,R,N,FRM,NY,SF,14800,F23Q10000493,P,180,2,Other sellers,Other servicers,,,9,,2,N,7
32,812,202303,N,205302,38060.0,0,3,I,57,50,403000,57,6.5,R,N,FRM,AZ,PU,85300,F23Q10000522,N,360,1,Other sellers,ARVEST BANK,,,9,,2,N,7
33,640,202303,Y,205302,33340.0,0,1,P,80,35,196000,80,6.875,R,N,FRM,WI,SF,53200,F23Q10000530,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
34,807,202303,N,205302,10420.0,30,1,P,95,48,475000,95,6.625,R,N,FRM,OH,PU,44200,F23Q10000593,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
35,764,202303,N,205302,35004.0,25,1,P,90,49,212000,90,6.875,R,N,FRM,NY,CO,11500,F23Q10000622,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
36,792,202303,Y,203802,16984.0,0,1,P,80,36,272000,80,5.25,R,N,FRM,IL,SF,60600,F23Q10000636,P,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
37,734,202303,Y,205302,16860.0,30,1,P,95,32,228000,95,6.25,R,N,FRM,GA,SF,30700,F23Q10000644,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
38,741,202303,Y,205302,35614.0,0,1,P,65,50,235000,65,6.375,R,N,FRM,NY,CP,11300,F23Q10000666,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,7
39,723,202303,Y,205302,22660.0,12,1,P,85,47,353000,85,6.5,R,N,FRM,CO,CO,80500,F23Q10000684,P,360,1,Other sellers,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,N
40,772,202304,N,205303,19340.0,0,1,P,80,38,422000,80,5.75,R,N,FRM,IA,SF,52700,F23Q10000708,P,360,2,Other sellers,ARVEST BANK,,,9,,2,N,7
41,790,202303,N,205302,19780.0,0,1,P,25,12,80000,25,6.125,R,N,FRM,IA,SF,50200,F23Q10000715,N,360,2,Other sellers,Other servicers,,,9,,2,N,7
42,646,202303,N,205302,41540.0,0,1,I,51,45,205000,51,7.375,R,N,FRM,MD,CO,21800,F23Q10000725,P,360,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,7
43,739,202303,N,205302,,0,1,P,57,50,300000,57,5.75,B,N,FRM,TX,SF,75900,F23Q10000730,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
44,758,202303,N,205302,18140.0,30,1,P,95,49,384000,95,6.375,R,N,FRM,OH,SF,43200,F23Q10000751,P,360,1,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
45,763,202303,Y,205302,18140.0,30,1,P,95,33,318000,95,5.95,R,N,FRM,OH,SF,43200,F23Q10000753,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
46,749,202302,N,205301,46700.0,30,1,P,95,40,509000,95,6.425,R,N,FRM,CA,SF,94500,F23Q10000755,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
47,774,202303,N,205302,,0,1,P,80,36,240000,80,6.5,R,N,FRM,OH,SF,45800,F23Q10000774,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
48,770,202303,Y,205302,41060.0,30,1,P,95,30,290000,95,6.375,B,N,FRM,MN,SF,56300,F23Q10000785,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
49,744,202303,N,205302,41620.0,25,1,P,90,41,495000,90,6.375,B,N,FRM,UT,SF,84100,F23Q10000786,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
50,770,202304,Y,205303,12060.0,0,1,P,75,31,373000,75,6.459,R,N,FRM,GA,PU,30000,F23Q10000812,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
51,642,202303,Y,205302,29460.0,30,1,P,95,35,91000,95,6.625,R,N,FRM,FL,MH,33800,F23Q10000839,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
52,733,202303,N,205302,17460.0,25,1,P,90,45,86000,90,7.0,R,N,FRM,OH,CO,44100,F23Q10000844,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
53,762,202303,N,203802,,0,1,P,73,49,145000,73,6.625,C,N,FRM,KS,SF,67400,F23Q10000883,C,180,2,Other sellers,Other servicers,,,9,,2,N,7
54,670,202302,Y,205301,35084.0,0,1,P,80,48,77000,80,7.125,R,N,FRM,PA,PU,18300,F23Q10000897,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,7
55,690,202303,Y,205302,38060.0,25,1,P,90,25,468000,90,6.75,R,N,FRM,AZ,PU,85200,F23Q10000928,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
56,737,202303,N,205302,,30,1,P,95,39,160000,95,7.5,R,N,FRM,SC,SF,29600,F23Q10000940,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
57,785,202303,N,205302,16984.0,0,1,P,80,36,312000,80,6.5,B,N,FRM,IL,SF,60600,F23Q10000951,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
58,798,202303,N,205302,33340.0,25,1,P,90,36,356000,90,6.5,B,N,FRM,WI,SF,53000,F23Q10000952,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
59,748,202303,Y,205302,33460.0,25,1,P,97,42,233000,97,6.75,R,N,FRM,MN,SF,55100,F23Q10000964,P,360,2,Other sellers,Other servicers,,,H,,2,N,N
60,778,202303,Y,205302,36084.0,0,1,P,75,43,259000,75,6.25,R,N,FRM,CA,CO,94500,F23Q10000976,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,7
61,779,202303,Y,205302,41180.0,0,1,P,76,32,110000,76,6.5,R,N,FRM,MO,SF,63000,F23Q10000990,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,7
62,716,202303,Y,205302,16984.0,0,1,P,80,46,180000,80,6.75,R,N,FRM,IL,SF,60100,F23Q10000999,P,360,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,7
63,707,202303,Y,205302,47664.0,25,1,P,95,35,166000,95,6.375,R,N,FRM,MI,CO,48300,F23Q10001002,P,360,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,H,,2,N,N
64,705,202303,Y,205302,23224.0,25,1,P,97,41,272000,97,6.25,R,N,FRM,MD,PU,21700,F23Q10001003,P,360,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,H,,2,N,N
65,689,202303,N,205302,26900.0,25,1,P,90,49,130000,90,7.375,B,N,FRM,IN,CO,46200,F23Q10001021,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
66,769,202303,Y,205302,40484.0,25,1,P,90,35,370000,90,6.625,R,N,FRM,NH,SF,3800,F23Q10001027,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
67,759,202303,Y,205302,28140.0,25,1,P,90,31,216000,90,6.125,R,N,FRM,MO,SF,64100,F23Q10001033,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
68,786,202303,N,205302,34820.0,30,1,P,95,40,261000,95,6.375,R,N,FRM,NC,PU,28400,F23Q10001036,P,360,1,Other sellers,Other servicers,,,9,,2,N,Y
69,734,202303,N,205302,20100.0,30,1,P,95,50,608000,95,6.5,B,N,FRM,DE,PU,19900,F23Q10001057,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
70,775,202303,N,205302,26420.0,0,1,P,33,25,116000,33,7.125,R,N,FRM,TX,PU,77000,F23Q10001086,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
71,701,202303,N,205302,16740.0,0,1,P,80,49,367000,80,5.999,B,N,FRM,NC,PU,28100,F23Q10001092,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
72,716,202303,Y,205302,41620.0,30,1,P,95,33,375000,95,5.999,B,N,FRM,UT,SF,84000,F23Q10001125,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
73,703,202303,Y,205302,12420.0,30,1,P,95,40,371000,95,5.999,B,N,FRM,TX,SF,78600,F23Q10001136,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
74,698,202303,Y,205302,27260.0,0,1,P,52,50,300000,52,5.999,B,N,FRM,FL,PU,32000,F23Q10001137,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
75,767,202303,Y,205302,40380.0,25,1,P,90,42,252000,90,6.875,R,N,FRM,NY,SF,14500,F23Q10001163,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
76,686,202304,Y,205303,45820.0,25,1,P,94,43,169000,94,6.125,R,N,FRM,KS,SF,66600,F23Q10001165,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
77,742,202303,Y,205302,49340.0,30,1,P,95,48,332000,95,6.625,R,N,FRM,MA,SF,1400,F23Q10001211,P,360,2,Other sellers,U.S. BANK N.A.,,,9,,2,N,N
78,711,202303,Y,205302,48424.0,30,1,P,95,44,369000,95,6.5,B,N,FRM,FL,CO,33400,F23Q10001235,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
79,736,202303,Y,205302,,0,1,P,80,36,149000,80,6.875,R,N,FRM,IN,SF,47400,F23Q10001249,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
80,704,202303,N,205302,35300.0,0,2,I,75,45,161000,75,7.5,R,N,FRM,CT,SF,6400,F23Q10001268,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
81,730,202303,N,205302,36420.0,25,1,P,90,44,356000,90,6.5,C,N,FRM,OK,SF,73100,F23Q10001282,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,N
82,730,202303,N,205302,22660.0,0,1,P,58,39,205000,58,6.49,R,N,FRM,CO,CO,80500,F23Q10001287,P,360,2,Other sellers,FREEDOM MORTGAGE CORPORATION,,,9,,1,N,7
83,676,202303,N,205302,29460.0,0,1,I,54,44,195000,54,6.75,R,N,FRM,FL,PU,33800,F23Q10001293,P,360,2,Other sellers,ARVEST BANK,,,9,,2,N,7
84,705,202303,Y,205302,19124.0,25,1,P,90,27,726000,90,5.625,R,N,FRM,TX,PU,75100,F23Q10001294,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
85,751,202303,Y,205302,16984.0,25,1,P,90,41,329000,90,6.625,R,N,FRM,IL,SF,60400,F23Q10001297,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
86,686,202303,Y,205302,36740.0,0,1,P,60,33,266000,60,6.875,R,N,FRM,FL,SF,32800,F23Q10001304,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
87,676,202303,Y,205302,19430.0,35,1,P,97,32,155000,97,6.625,R,N,FRM,OH,SF,45300,F23Q10001312,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
88,776,202303,Y,205302,23844.0,0,1,P,72,12,197000,72,6.0,R,N,FRM,IN,SF,46300,F23Q10001324,P,360,2,"CROSSCOUNTRY MORTGAGE, LLC",Other servicers,,,9,,2,N,7
89,785,202303,N,203302,37460.0,0,1,P,50,19,300000,50,5.5,R,N,FRM,FL,PU,32400,F23Q10001330,P,120,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N,7
90,709,202303,N,205302,45780.0,30,1,P,95,41,230000,95,6.75,R,N,FRM,OH,SF,43600,F23Q10001335,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
91,739,202303,Y,205302,11540.0,25,1,P,96,48,144000,96,6.5,B,N,FRM,WI,SF,53000,F23Q10001338,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N,N
92,768,202303,N,205302,15380.0,0,1,P,62,36,276000,62,6.5,R,N,FRM,NY,SF,14000,F23Q10001346,P,360,1,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N,7
93,775,202304,N,205303,19340.0,0,1,P,80,40,192000,80,5.75,R,N,FRM,IA,CO,52800,F23Q10001379,P,360,1,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N,7
94,727,202303,N,205302,41100.0,0,1,P,70,49,726000,70,6.99,R,N,FRM,UT,PU,84700,F23Q10001384,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,7
95,696,202303,N,205302,47664.0,30,1,P,95,33,271000,95,7.5,R,N,FRM,MI,CO,48000,F23Q10001395,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
96,754,202303,N,205302,,0,1,S,63,38,207000,63,6.99,R,N,FRM,MO,PU,65000,F23Q10001409,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
97,753,202303,Y,205302,16984.0,0,1,P,80,31,336000,80,6.875,R,N,FRM,IL,SF,60100,F23Q10001423,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
98,798,202303,Y,205302,47664.0,25,1,P,90,28,257000,90,6.5,R,N,FRM,MI,SF,48000,F23Q10001432,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,Y
99,683,202303,N,205302,16860.0,0,1,P,80,45,272000,80,6.5,R,N,FRM,TN,SF,37300,F23Q10001439,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
100,743,202303,Y,205302,28940.0,25,1,P,90,50,338000,90,6.125,R,N,FRM,TN,PU,37900,F23Q10001468,P,360,1,Other sellers,FREEDOM MORTGAGE CORPORATION,,,9,,2,N,N
101,718,202302,Y,205301,,25,1,P,95,29,114000,95,7.0,R,N,FRM,VA,SF,24300,F23Q10001507,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,Other servicers,,,H,,2,N,N
102,714,202303,N,205302,28940.0,0,1,P,70,49,221000,70,5.99,R,N,FRM,TN,SF,37900,F23Q10001513,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,7
103,793,202303,Y,203802,41180.0,0,1,P,80,24,155000,80,5.875,R,N,FRM,MO,SF,63000,F23Q10001528,P,180,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,7
104,804,202304,Y,205303,,0,1,P,73,28,153000,73,5.625,R,N,FRM,KS,SF,67600,F23Q10001542,P,360,1,Other sellers,Other servicers,,,H,,2,N,7
105,800,202303,Y,205302,42644.0,30,1,P,95,35,955000,95,5.99,R,N,FRM,WA,SF,98000,F23Q10001585,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",Y,,9,,2,N,N
106,800,202303,Y,205302,42644.0,30,1,P,95,42,532000,95,6.625,R,N,FRM,WA,SF,98000,F23Q10001600,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
107,686,202303,Y,205302,42644.0,0,1,P,80,45,188000,80,6.125,R,N,FRM,WA,SF,98000,F23Q10001606,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
108,774,202303,Y,205302,12580.0,30,1,P,95,37,361000,95,6.375,R,N,FRM,MD,PU,21100,F23Q10001607,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
109,768,202303,N,205302,,30,1,P,95,42,76000,95,6.375,R,N,FRM,IN,SF,46900,F23Q10001619,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
110,797,202303,N,205302,38060.0,0,1,P,38,50,450000,38,5.999,B,N,FRM,AZ,PU,85200,F23Q10001644,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
111,726,202303,Y,205302,19124.0,30,1,P,95,32,679000,95,5.875,B,N,FRM,TX,PU,75000,F23Q10001665,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
112,704,202303,Y,205302,47894.0,0,1,P,80,44,452000,80,5.999,C,N,FRM,VA,PU,22000,F23Q10001686,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
113,811,202303,N,205302,40900.0,25,1,P,90,44,581000,90,5.999,C,N,FRM,CA,PU,95700,F23Q10001687,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,Y
114,803,202303,N,205302,12540.0,0,1,P,67,49,240000,67,6.5,R,N,FRM,CA,SF,93300,F23Q10001695,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
115,725,202303,Y,205302,29820.0,30,1,P,95,48,475000,95,6.5,B,N,FRM,NV,PU,89100,F23Q10001748,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
116,792,202303,N,205302,23104.0,30,1,P,95,40,290000,95,6.375,B,N,FRM,TX,SF,76100,F23Q10001749,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
117,761,202303,Y,205302,41180.0,30,1,P,95,25,195000,95,6.5,B,N,FRM,MO,SF,63000,F23Q10001776,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
118,784,202303,N,205302,,0,1,I,80,18,195000,80,6.5,B,N,FRM,KY,SF,40000,F23Q10001779,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
119,696,202303,N,205302,30300.0,0,1,P,72,39,255000,72,7.125,R,N,FRM,WA,SF,99400,F23Q10001802,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
120,774,202303,Y,205302,11260.0,0,1,P,80,24,88000,80,6.875,R,N,FRM,AK,SF,99600,F23Q10001871,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
121,720,202303,N,205302,,0,1,P,74,39,155000,74,6.0,B,N,FRM,AR,SF,72600,F23Q10001877,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
122,798,202303,N,204302,,0,1,P,31,31,73000,31,6.125,R,N,FRM,MI,SF,49400,F23Q10001891,N,240,2,Other sellers,Other servicers,,,9,,2,N,7
123,748,202303,N,205302,,0,1,I,75,49,125000,75,7.625,R,N,FRM,TX,SF,77400,F23Q10001914,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
124,806,202303,N,205302,36084.0,0,1,P,54,50,449000,54,5.75,R,N,FRM,CA,CO,94500,F23Q10001937,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
125,731,202303,N,205302,39340.0,30,1,P,95,30,416000,95,6.0,R,N,FRM,UT,PU,84000,F23Q10001940,P,360,2,Other sellers,"ROCKET MORTGAGE, LLC",,,9,,2,N,N
126,754,202303,N,205302,15764.0,0,1,P,35,46,152000,35,6.5,R,N,FRM,MA,SF,1800,F23Q10001956,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
127,778,202303,N,205302,40484.0,12,1,P,85,27,510000,85,6.125,C,N,FRM,NH,SF,3800,F23Q10001960,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,N
